PC1,PC2,PC3,PC4,PC5,PC6
1.7894686309383363,0.78009445421171,-0.1721720942334805,0.3834432008530612,-0.29117413054405494,-0.6300948756190812
0.2987990881647517,-2.551019224067927,0.9822807322879992,0.561337584959613,0.4821299883709304,0.6567077417246074
-1.1440916223536866,0.8958438998821785,-1.2252277071386537,-1.137911903618709,2.114659369277383,0.09785534910834963
0.9735983282967978,0.0002808822559172588,0.2449109533692529,1.134280727682685,1.0465721873927245,-0.5010815751638016
1.5552959232154484,0.47662402599243486,-0.613406917699015,0.09510356787006485,-0.07241156392660252,-0.521705090567139
-0.06235931811649765,0.6652565816046009,-1.1563796329384395,0.6741032376090094,-1.0662283370726122,-0.14898336418663288
-4.904927184337749,2.046926098366387,1.70165759407921,-0.7261302081457255,1.627834110688821,1.3149725881512122
0.30692937034449996,0.887236156403552,-1.0622767114582847,-0.23732676517033446,-0.37471048607023727,-0.07817480912213211
0.5555384435204683,0.40629683655131427,-0.5638797807181323,0.33346162174484967,0.7231939939062152,-0.21920477219860812
0.6511457630318335,0.4863970065027476,0.771148582573669,1.392778315926882,1.713174669293783,-0.42362265918553965
0.023607513428925274,0.9790037872793194,-1.2396796744534277,0.14042142433142052,-1.0700044440789134,0.031379248254521465
0.945768912681321,0.82014555460165,-0.18819886093798863,0.2225552086094507,0.22006650083419063,-0.7532801124255936
-0.988754973946437,1.436745640544488,-0.5544745605324908,-0.44662533937165655,-0.36686935946343785,0.02890565050393715
-1.2583879446649777,1.048236821786029,-0.3838655234456914,0.29584643630645896,-0.07983309782114696,-0.3894868363709978
1.3185995185731432,-0.4339883558507445,-0.8245017107821306,0.5101064565545691,0.15996658976527453,-0.24524877402329726
-1.3287148724725397,-1.7161258269153936,-1.0857187291978827,1.1648380903910294,0.15735818190136588,0.1311556603782091
1.4473001071638243,-1.2187456574914248,0.0064259254010601,0.17771278397769213,-0.03018451143999962,-0.3734357952081245
1.2757114063308095,1.3278679637144917,0.974592551054087,0.9622192658297746,-0.28709817565802914,-0.1692765631272393
-0.46637297096791636,0.09755297994551639,-0.6467168450979651,0.6274944212408121,1.6466797606289842,0.3613501962367466
-0.5973772328253362,-0.3213469384526923,-3.4760017486775623,2.329875797879505,-1.3071992920159776,2.517580646613485
0.21663822385651374,-0.2372574535978373,-3.5102877035741122,2.458087428804814,-1.743917637125082,2.529402712142322
-4.682353406007082,-0.659106804158842,-1.2693930478551876,-0.6815617895406815,1.5321675194864248,-0.8266352149133529
0.27076649201121045,1.3982231965699308,0.23818429479652609,0.43271264320897646,-0.7131920694091476,-0.629974280320761
-2.786225768069872,-3.318887742692575,1.680805055045964,0.426736093182858,-0.23409954151790002,-0.07345099649524135
0.6779952969345419,-2.051268339730707,-0.914943579519074,0.5375788235050784,0.5105223448128261,0.049797036191023915
0.5091596137487308,1.1967417546651704,-0.8049603098605929,-0.44961762599711497,-0.37544375761817517,-0.1395157206440468
1.1482374414273082,-0.6054125314400657,-0.596350149606361,-0.37835363613161954,-0.3067840670763506,-0.3799144469070776
0.7777697106535567,1.269392202242572,-0.8582351430098669,-0.6100547127141849,-0.6344460319542077,-0.2010502630170727
-0.9783841055371485,-4.187414086380989,-0.5954719010663239,-0.9255515380939079,0.5621936323045902,0.4575520909546499
0.9552671004075033,0.6027450418635577,-0.5146285708540016,0.14160854431330722,0.5698540153554498,-0.10099007637812892
-4.551491775813515,-3.676101020015151,-1.4883942815968065,0.9686575655541426,0.49667130975397156,0.28061624316310685
-0.9721265972366118,0.6091353172672349,-0.7289406427641748,-0.47955498166671606,-0.3547885985961155,-0.44613021313995266
-0.17058553893814174,-2.0246515696143255,-1.2254262161828742,1.23383240704361,1.5992090912633774,0.5478158808707836
-0.27033794937430067,1.7851511594981209,-0.4810056382782809,-1.7631286341862682,0.6353916209709016,0.3366700657250971
-2.2514240173549607,-1.2737037046373088,-2.796192251906488,4.837369493180312,-0.8881861432678918,3.58000176984441
1.6053160390502708,-0.07671695130606587,-0.7134684931269375,0.25870101263215034,-0.1194769861380338,-0.4149037692182311
-0.15486932483985852,-5.599039716892185,0.09444723297305235,-0.04794985581451968,0.5868280973737078,0.62544146086639
-1.7609313166508107,-1.0199693186634502,-0.8377894213352874,-0.7211653552605176,-0.01583135237603914,-0.4238535201821622
-0.0037097647624058303,-3.1582629167038685,-0.6663043879151964,0.3344362022400521,0.8813451961381458,0.43281154223466745
-1.5979414269457435,-2.9682873149794333,4.454609568337201,1.9611905024349419,0.15053991392775626,-0.0451299531252175
1.402620026910715,-0.9376604337610612,1.132860604758757,0.3562842850635994,-0.43618075980853693,-0.22671653652402035
-0.5732704943732208,-0.5324725937468926,0.300354126034798,-1.0828560205474358,-0.6300968999339635,-0.448838265336358
0.8286954925016128,-0.3686777783243664,-1.2571947135069412,0.8765774956673296,0.6634095639669503,0.04520605354171423
1.6190753597483198,-0.2852288566470401,-0.45899238446968915,0.12370093032187508,-0.17407709730660098,-0.43650531599329845
-1.636337989530548,0.18010045935406388,-1.472304256840668,0.38629757284101457,1.041935484869877,0.1454347331708544
0.8928262028245579,-0.11684179671392739,-0.7974432820514219,-0.1764966066743981,-0.1728781419836612,-0.4274255390661075
1.6850102091032804,0.3849843174386262,0.5806429303864782,0.6846865083278282,-0.21553991678679046,-0.6298547669907367
1.1352940502961437,-2.295552679511873,-0.4014079699688193,-0.38105667365748846,-0.014237335869700525,-0.3069981449081502
-2.761096912962477,2.560616225359714,0.7149079986376119,-1.4445357314932425,-0.5548465428983789,1.0604787540216392
0.9789841807060209,0.05558849606573758,-0.29941981320413413,-0.13987080649857817,0.28508816616786853,-0.18670223851884998
-2.3162062664284635,-6.886976448876154,1.9547666534495423,-1.992216405622255,-0.06492987589779772,0.31509991800993264
-0.9697941964031092,1.1463357069320652,-0.8836417637956631,-0.25657911350695367,-0.03415238543728884,-0.6727833076020968
1.41831565558631,-0.7146161040906475,-0.4591272747887164,0.037175369229663024,-0.06534573668909714,-0.38538776331396973
-0.5457363526938593,0.5213531293632093,0.4236736697489635,-0.8670177700871745,0.524409070381359,-0.1367591859105882
1.2771290304448262,1.2205139827057485,0.05008893550989507,0.438044726103413,-0.49059257783449955,-0.5370140836886036
0.5490481658480939,0.45404735592936424,-0.7017359146708598,0.10843960951114964,0.9098547869998898,-0.34341635527971304
0.6532819976494239,-1.3447466990698422,-0.7233452792224054,-0.6669296720836192,0.3295908062929957,-0.3464063910319843
-3.2255782020644648,0.9492573959175644,-0.3997141214675838,-0.2513090737917958,1.2579168755148529,-0.5677898734220836
1.0864997437637618,-1.061974227629575,-1.007493734621574,0.5637659966849073,0.2330185290472288,-0.06491902804495316
0.01372039867089505,-1.7701757850987403,-1.0201140720231157,0.3966253708100278,0.2834278776474731,0.20999802088513084
0.675962907119938,0.07953103522246323,0.1908898552610072,1.0982316544970956,1.049922826661401,-0.3542561319064318
1.4511325817943015,0.3088853988465492,-0.8583685538227173,0.2743016150491953,0.01169952904078173,-0.35266167989058506
0.898308587976931,-2.370963922196606,1.1441194688230374,-0.3406580671572859,-0.4901694947670632,-0.29005649339199663
2.136414609286236,1.0886577272398377,1.3784742295262489,1.8713205495133023,0.1982101109965173,-1.0571015586993875
-1.987130846278032,0.29412833107446423,-0.7945160269944274,0.3911890705322389,-2.071749435724688,-0.14561016461439202
